rera_no,project_name,promoter,location,district,pincode,state,last_modified,source
PR1330002501091,OM AMBIKA DARSHAN CHS LTD,SHARVI ENTERPRISES,Ambarnath,Thane,421503,MAHARASHTRA,2025-10-03,maharera
PR1170002500784,Island Cove Tower 4,"LH Residential Housing Private Limited, Shree Nidhi Concept Realtors Private Limited and Bhoomi Habitat",Mumbai City,Mumbai City,400016,MAHARASHTRA,2026-02-23,maharera
PM1180002500897,Borana Business Centre,Mithalal Borana Family Trust,Kurla,Mumbai Suburban,400080,MAHARASHTRA,2026-02-07,maharera
PM1330002500837,PRAKRUTI AANANDAM,Avishkarskyline,Ambarnath,Thane,421203,MAHARASHTRA,2026-06-05,maharera
PM1260002500913,Anand Terrace,,Haveli,Pune,411038,MAHARASHTRA,2025-09-23,maharera
PR1180002500873,Vighnaharta Aaradhya,Vighnaharta Home Builders LLP,Kurla,Mumbai Suburban,400083,MAHARASHTRA,2025-09-22,maharera
PR1180002502554,"SHREE KRISHNA Wing C,D and E",Shreem Properties,Kurla,Mumbai Suburban,400076,MAHARASHTRA,2026-03-02,maharera
PR1260002501172,Nature Castle,Shah and Shah Realty,Haveli,Pune,411040,MAHARASHTRA,2025-10-10,maharera
PM1180002501216,JASWANTI SQUARE,,Borivali,Mumbai Suburban,400064,MAHARASHTRA,2025-10-13,maharera
PR1220002501753,OM SHIV ANNEX,OM DEVELOPERS,Nashik,Nashik,422009,MAHARASHTRA,2025-12-11,maharera
PR1260002500695,Vishwanjali Laxmi,RANADE REALTORS LLP,Haveli,Pune,411030,MAHARASHTRA,2025-12-08,maharera
PR1180002500850,SERENOVA,KOLTE-PATIL DEVELOPERS LIMITED,Andheri,Mumbai Suburban,400053,MAHARASHTRA,2025-12-04,maharera
PR1220002500802,The Shivneri,Mahadevi Construction Co,Nashik,Nashik,422008,MAHARASHTRA,2025-09-16,maharera
PR1170002501147,SAVANNAH,GURUKRUPA ENTERPRISES,Ward FNorth,Mumbai City,400019,MAHARASHTRA,2026-05-22,maharera
PM1180002501536,VELCON VISTA,Velcon Developers,Kurla,Mumbai Suburban,400089,MAHARASHTRA,2026-03-21,maharera
PM1240002501304,Imperial Avishkar,Imperial Infra,Vasai,Palghar,401202,MAHARASHTRA,2025-10-20,maharera
PM1330002500978,Sheetal Utsav,DGS Township Pvt Ltd,Thane,Thane,401107,MAHARASHTRA,2025-09-26,maharera
PR1330002502786,SHELTON LEGACY,Shelton Infrastructure Private Limited,Thane,Thane,400705,MAHARASHTRA,2026-03-13,maharera
PR1260002501080,Tarangan,SM Mahalaxmi Infra LLP,Haveli,Pune,412105,MAHARASHTRA,2026-03-12,maharera
PP1190002501016,MUKUNDA KESHAVAM CITY 10,MUKUNDA KESHAVAM REALTORS,Nagpur (Urban),Nagpur,441108,MAHARASHTRA,2025-09-29,maharera
PR1180002501862,54 Park Lane,L NAGPAL BUILDCON LLP,Andheri,Mumbai Suburban,400054,MAHARASHTRA,2025-12-24,maharera
PM1260002501067,THE CAPITAL,MZ DEVELOPERS,Pune City,Pune,411030,MAHARASHTRA,2025-10-01,maharera
PR1180002500954,Pllatinum Royale,Northpoint Pllatinum Estates LLP,Andheri,Mumbai Suburban,400049,MAHARASHTRA,2025-09-25,maharera
PR1300002500825,Shubhra Residency,,Khandala,Satara,412802,MAHARASHTRA,2025-09-17,maharera
PM1260002500914,SENTOSA ERA,HINDUJA BUILDERS & DEVELOPERS LLP,Haveli,Pune,412105,MAHARASHTRA,2025-09-23,maharera
PR1260002500783,Nirmitee Vihar,Amol Ajit Ravetkar,Haveli,Pune,411038,MAHARASHTRA,2025-09-15,maharera
PR1260002501033,Kohinoor Royale Towers,Intofinity Promoters Private Limited,Mulshi,Pune,411057,MAHARASHTRA,2026-04-07,maharera
PR1220002500955,Lakshmi Maya Apartment,Trinity Builders And Developers,Nashik,Nashik,422009,MAHARASHTRA,2025-09-25,maharera
PR1260002500729,WANDERING WINDS,S K BHANSALI & ASSOCIATES,Haveli,Pune,411045,MAHARASHTRA,2025-09-09,maharera
PM1070002501368,EKDANT RESIDENCY PHASE 4,EKDANT BUILDERS,Chikhli,Buldana,443001,MAHARASHTRA,2025-10-31,maharera
PR1330002500774,URMILA CO-OPERATIVE HOUSING SOCIETY LTD,Poonam Developers,Thane,Thane,400601,MAHARASHTRA,2025-09-15,maharera
PR1241012500929,SURYODAY HEIGHTS,SUNRAY REALTY,Vasai,Palghar,401202,MAHARASHTRA,2025-09-24,maharera
PR1270002500750,Aqua Vista,Dynamix Vacation Resorts Private Limited,Alibag,Raigarh,402204,MAHARASHTRA,2025-09-10,maharera
PR1180002501146,AURORA,YASHODANAND DEVELOPERS,Kurla,Mumbai Suburban,400077,MAHARASHTRA,2025-10-09,maharera
PR1270002500751,Aqua Bliss,Dynamix Vacation Resorts Private Limited,Alibag,Raigarh,402204,MAHARASHTRA,2025-09-10,maharera
PP1310002501311,BLISS AQUA,EWISSEN INFRASTRUCTURE,Dodamarg,Sindhudurg,416549,MAHARASHTRA,2025-10-20,maharera
PR1270002500762,Aqua Shores,Dynamix Vacation Resorts Private Limited,Alibag,Raigarh,402204,MAHARASHTRA,2025-09-11,maharera
PR1260002501706,AISHWARYA TOWNSHIP,,Baramati,Pune,413102,MAHARASHTRA,2025-12-05,maharera
PC1020002500993,Shakambari Business Park,R J Commercials,Akola,Akola,444001,MAHARASHTRA,2025-09-29,maharera
PM1170002501575,Nirban Nestlings,NIRBAN INFRASTRUCTURE PVT LTD,Mumbai City,Mumbai City,400011,MAHARASHTRA,2026-03-16,maharera
PR1260002500730,PRADNYESH PRIME,SHREE RAM BUILDCON,Khed,Pune,410501,MAHARASHTRA,2025-09-09,maharera
PR1330002500979,MAHER PREMISES CO OP HSG SOC LTD,SHRUSTI CASA,Thane,Thane,400060,MAHARASHTRA,2025-09-26,maharera
PM1180002500801,Sheetal Sagar Darshan and Vanashree,D.G.S. Land Developers (India) Pvt Ltd,Mumbai,Mumbai Suburban,400095,MAHARASHTRA,2025-09-16,maharera
PM1260002500731,NAVRANG FARMS,JPL ASSOCIATES,Velhe,Pune,412212,MAHARASHTRA,2025-09-09,maharera
PM1290002501199,SHIVAM PINNACLE,SHREE OM DEVELOPERS,Miraj,Sangli,416415,MAHARASHTRA,2025-10-13,maharera
PR1320002501713,Tirupati Harisha,TIRUPATI CONSTRUCTION PRAMOTERS AND DEVELOPERS,Pandharpur,Solapur,413304,MAHARASHTRA,2026-06-05,maharera
PR1150002501128,SHAKUNTALA HEIGHTS,GAIKWAD INFRASTRUCTURE PRIVATE LIMITED,Karvir,Kolhapur,416004,MAHARASHTRA,2026-04-28,maharera
PM1220002501107,ASHTAVINAYAK PARK,ASHTAVINAYAK DEVELOPERS,Nashik,Nashik,422003,MAHARASHTRA,2025-10-07,maharera
PR1300002500851,SAI SAKET PARADISE,DREAM WORLD PROPERTIES,Koregaon,Satara,415501,MAHARASHTRA,2025-09-19,maharera
PM1270002500775,NANESH HEIGHTS,MEETSHALIN INFRA BUILDS,Alibag,Raigarh,402201,MAHARASHTRA,2025-09-15,maharera
PR1030002500992,Shree Shiv Gajanan Residency,D.S Ganorkar and Company,Amravati,Amravati,444601,MAHARASHTRA,2025-09-29,maharera
PM1260002501129,DEVALE PARADISE WING C1,,Baramati,Pune,413102,MAHARASHTRA,2025-10-09,maharera
PR1300002501023,NARAYAN VISHWA,KANGRALKAR BUILDERS,Satara,Satara,415004,MAHARASHTRA,2025-10-01,maharera
PM1290002501369,PSW LANDMARK,SHINDE WADKAR DEVELOPERS,Miraj,Sangli,416416,MAHARASHTRA,2025-10-31,maharera
PR1240002501274,VANDANA RESIDENCY,Shree Krishna Developers,Vasai,Palghar,401203,MAHARASHTRA,2025-10-20,maharera
PM1270002500872,Om Vista,,Panvel,Raigarh,410206,MAHARASHTRA,2025-09-22,maharera
PM1240002600335,DHANANJAY GRAND,DHANRAJ INFRA,Vasai,Palghar,401203,MAHARASHTRA,2026-05-05,maharera
PM1170002500896,Sanghvi Parsssva Elysium,Sanghvi Parsssva Buildcon LLP,Mumbai City,Mumbai City,400013,MAHARASHTRA,2025-12-31,maharera
PM1260002501380,BHAGAT PRIDE,BHAGAT BUILDERS,Mawal,Pune,410506,MAHARASHTRA,2025-11-03,maharera
PP1261012500744,Land of Dreams,Krisala Buildscape LLP,Mawal,Pune,412106,MAHARASHTRA,2025-09-10,maharera
PM1260002501390,SUNFLOWER E WING,DHANLAXMI,Haveli,Pune,411048,MAHARASHTRA,2025-11-06,maharera
PR1270002500980,SAUBHAGYAM PHASE III,B AND B PROPERTIES,Panvel,Raigarh,410206,MAHARASHTRA,2025-09-26,maharera
PR1271012500964,Shanmukhi Bilvam,Shanmukhi Infra,Panvel,Raigarh,410221,MAHARASHTRA,2026-05-20,maharera
PM1170002500991,Farida Heights,Ideal Life Spaces LLP,Mumbai City,Mumbai City,400003,MAHARASHTRA,2025-09-29,maharera
PR1180002500745,RL Sadguru,Raut Landmark LLP,Borivali,Mumbai Suburban,400068,MAHARASHTRA,2025-09-10,maharera
PM1260002501034,Audumber Plaza,Akruti Construction,Haveli,Pune,411047,MAHARASHTRA,2026-04-02,maharera
PM1260002501333,Tapovan,Life Spaces Realty,Haveli,Pune,412105,MAHARASHTRA,2026-03-24,maharera
PP1260002501456,MEHUL BHUPENDRA SHAH AND SADHNA BHUPENDRA SHAH,mehul bhupendra shah,Mawal,Pune,410405,MAHARASHTRA,2025-11-13,maharera
PM1270002501457,SHREE EMPIRE PLAZA,SHREE ENTERPRISES,Panvel,Raigarh,410206,MAHARASHTRA,2025-11-13,maharera
PR1260002501258,Yuvraj Residency,B V M Properties,Haveli,Pune,411041,MAHARASHTRA,2025-10-16,maharera
PM1220002500838,RUTUGANDH,JANARDAN ARUN PAWAR,Nashik,Nashik,422012,MAHARASHTRA,2025-09-18,maharera
PR1260002500895,Equa - Wing C,AMCO LANDMARK REALTY,Haveli,Pune,412207,MAHARASHTRA,2025-09-22,maharera
PR1240002501098,ADITYA RESIDENCY,AMBINEON DEVELOPERS LLP,Palghar,Palghar,401102,MAHARASHTRA,2025-10-06,maharera
PR1270002501324,Planet Bayfront Residences,PLANETNOVA CITY LLP,Uran,Raigarh,400702,MAHARASHTRA,2025-10-24,maharera
PR1330002501729,BALAJI ASHISH,SAI BALAJI EMERALD REALTIES,Kalyan,Thane,421306,MAHARASHTRA,2025-12-10,maharera
PR1320002502449,Rita Empire,,Solapur North,Solapur,413004,MAHARASHTRA,2026-02-23,maharera
PR1170002500871,Avyukta Imperial,ROOPVENTURES LLP,Ward FNorth,Mumbai City,400019,MAHARASHTRA,2025-09-22,maharera
PM1260002502020,BLUE BUSINESS BAY,,Haveli,Pune,411014,MAHARASHTRA,2026-06-24,maharera
PR1270002502555,Krishna Sapphire,URBANIO INFRA,Panvel,Raigarh,410221,MAHARASHTRA,2026-04-29,maharera
PM1240002502280,DARSHAN SWAPNALOK PHASE 3,PUREHOMES LIFESPACES LLP,Palghar,Palghar,401501,MAHARASHTRA,2026-02-06,maharera
PR1260002500956,Stella B2,DMK Infrastructure Pvt Ltd,Haveli,Pune,412105,MAHARASHTRA,2025-09-25,maharera
PM1041012501109,Neo Orbit,Piyush Infratech Pvt.Ltd.,Aurangabad,Aurangabad,431005,MAHARASHTRA,2025-10-07,maharera
PR1260002502995,Sahyadri Heights,,Bhor,Pune,412206,MAHARASHTRA,2026-03-18,maharera
PR1330002501411,RUDRA RESIDENCY,S R CHOUDHARI CONSTRUCTION,Kalyan,Thane,421201,MAHARASHTRA,2025-11-07,maharera
PM1270002501022,Grand Heights,Grand Developers and Associates,Karjat,Raigarh,410201,MAHARASHTRA,2025-10-01,maharera
PM1330002502281,Vedant Millenia Blue Moon Phase IV,MOHAN HARDASMAL THARWANI,Kalyan,Thane,421605,MAHARASHTRA,2026-02-06,maharera
PR1300002501470,Nehadeep Avenue,Shriman Builders And Developers,Satara,Satara,415001,MAHARASHTRA,2026-05-08,maharera
PR1271012501586,Abhinandan Farms,,Roha,Raigarh,402109,MAHARASHTRA,2025-11-27,maharera
PM1260002500915,Abhiman Vishwa,ROYAL GROUP,Haveli,Pune,411062,MAHARASHTRA,2025-09-23,maharera
PR1220002501171,Vasukamal The Aaddress,VPHD Buildcon,Nashik,Nashik,422001,MAHARASHTRA,2025-10-10,maharera
PR1220002501319,SWAPNAHRISHI HEIGHTS,SUNITA & SONS ASSOCIATES,Nashik,Nashik,422003,MAHARASHTRA,2025-10-20,maharera
PR1171012501629,Queen’s Corner,Prathmeshwara Lifespaces LLP,Mumbai City,Mumbai City,400016,MAHARASHTRA,2026-01-24,maharera
PM1270002501891,Shree Sadguru Krupa Mandavkar Complex,,Roha,Raigarh,402106,MAHARASHTRA,2025-12-26,maharera
PR1260002500957,"GRAND VIEW VISMAY BUILDING A, B, C, D, E",GOLD NATRAJAN DEVELOPERS LLP,Haveli,Pune,411046,MAHARASHTRA,2025-09-25,maharera
PR1330002501788,AMBRIN 2,IMPRESSIONS,Kalyan,Thane,421203,MAHARASHTRA,2025-12-15,maharera
PR1270002500990,MARUTI APARTMENT,KARUN INTERNATIONAL PRIVATE LIMITED,Panvel,Raigarh,410208,MAHARASHTRA,2025-09-29,maharera
PR1260002501273,Hakke Landmark,Hakke Landmark,Haveli,Pune,412308,MAHARASHTRA,2025-10-20,maharera
PR1220002500928,Sinhgad co-operative Housing socity limited,Kare Developers,Nashik,Nashik,422003,MAHARASHTRA,2025-09-24,maharera
PR1262022501312,Prithvi - H3,Sukumar Township Development Private Limited,Haveli,Pune,411048,MAHARASHTRA,2026-03-21,maharera
PR1260002501099,SKY LUXE,SAI NISARG LANDMARK LLP,Haveli,Pune,411033,MAHARASHTRA,2025-12-31,maharera
PR1180002501714,Gorai Samadhan Cooperative Housing Society Limited,Gorai Samadhan Cooperative Housing Society Limited,Borivali,Mumbai Suburban,400091,MAHARASHTRA,2025-12-08,maharera
PP1190002501630,SHIVAJI KINGDOM CITY 5,Sudarshan Developers,Hingna,Nagpur,441110,MAHARASHTRA,2025-11-28,maharera
PR1330002502698,SHIVKRUPA CHSL,SHREE BALAJI CONSTRUCTIONS,Thane,Thane,400603,MAHARASHTRA,2026-03-10,maharera
PR1330002500870,Deepjyoti Co. Op. Housing Society,Aditya Associates,Thane,Thane,400602,MAHARASHTRA,2025-09-22,maharera
PR1180002600756,Amber Apartment,Aman Developers,Kurla,Mumbai Suburban,400070,MAHARASHTRA,2026-06-12,maharera
PP1190002501667,SHIVAJI KINGDOM CITY 6,Anandvan Developers,Nagpur (Urban),Nagpur,441110,MAHARASHTRA,2025-12-03,maharera
P51700080925,Dipti Business Center,Dipti Builders Universal Pvt Ltd,Ambarnath,Thane,421501,MAHARASHTRA,2025-08-20,maharera
P51900080926,AURUM GIRNAR,Aurum Girnar Private Limited,Ward ABCD,Mumbai City,400006,MAHARASHTRA,2026-06-04,maharera
P51600080927,Govind Elite,Ladani Developers,Nashik,Nashik,422010,MAHARASHTRA,2025-08-20,maharera
P52100080928,Meander Wing D and E,EASTEND SPACES LLP,Haveli,Pune,412207,MAHARASHTRA,2025-08-20,maharera
P52100080929,CASTLE GARDEN,UTKARSH DREAM HOMES LLP,Haveli,Pune,412207,MAHARASHTRA,2025-08-20,maharera
P51700080930,DALAL SQUARE,ADVANCE BUILD TECH,Ambarnath,Thane,421503,MAHARASHTRA,2025-08-20,maharera
PM1270002501559,Aaiji Complex,Om Sai Developers,Panvel,Raigarh,410206,MAHARASHTRA,2025-11-24,maharera
PM1040002501198,MAYUR PARK,K P RESIDENCY,Aurangabad,Aurangabad,431133,MAHARASHTRA,2025-10-13,maharera
PR1260002500958,Emerald Oasis,KOKATE REALTY LLP,Mulshi,Pune,411021,MAHARASHTRA,2025-09-25,maharera
PR1260002500988,Esbee Azura,Esbee Structura Private Limited,Pune City,Pune,411036,MAHARASHTRA,2026-05-27,maharera
PM1180002501130,RUDRA STARLIGHT,RT HOUSING PRIVATE LIMITED,Borivali,Mumbai Suburban,400070,MAHARASHTRA,2025-11-17,maharera
PR1261012501145,NANDANVAN PHASE II,,Mulshi,Pune,411021,MAHARASHTRA,2025-10-09,maharera
PR1260002500852,Ace Abundance,JHAMTANI REALTY PRIVATE LIMITED,Haveli,Pune,411036,MAHARASHTRA,2026-06-23,maharera
PR1220002502674,Pokar Villa Co-operative Housing Society Limited Nashik,,Nashik,Nashik,422004,MAHARASHTRA,2026-03-09,maharera
PR1180002501305,DHAN NARAIN,STARWING DEVELOPERS PRIVATE LIMITED,Andheri,Mumbai Suburban,400052,MAHARASHTRA,2025-11-05,maharera
PM1260002501606,MANGAL RESIDENCY,UDAY DATTATRAY GAIKWAD,Haveli,Pune,411015,MAHARASHTRA,2025-11-28,maharera
PM1040002501021,SWARAJ HEIGHTS,SHREE SAMARTH INFRA,Aurangabad,Aurangabad,431002,MAHARASHTRA,2025-10-01,maharera
PP1190002500927,TECHOPS PARK 2,Techops Infrastructure Pvt. Ltd.,Nagpur (Rural),Nagpur,441204,MAHARASHTRA,2025-09-24,maharera
PR1240002501325,Sai Shakti Bldg No.2,VED GANGA,Vasai,Palghar,401305,MAHARASHTRA,2025-10-24,maharera
PR1260002500869,VRIDDHI,Vriddhi,Haveli,Pune,411047,MAHARASHTRA,2025-09-22,maharera
PM1260002501143,Badhekar Horizon,,Haveli,Pune,411038,MAHARASHTRA,2025-10-09,maharera
PR1180002501131,BANDSTAND CAMA,IMPERIAL INFRADEVELOPERS PRIVATE LIMITED,CTSO Bandra,Mumbai Suburban,400050,MAHARASHTRA,2025-10-09,maharera
PR1330002500830,Lumos 1,Reva Realty Developers LLP,Thane,Thane,400602,MAHARASHTRA,2025-09-17,maharera
PM1260002500894,Prima Pinnacle,Jagadguru Developers,Haveli,Pune,411047,MAHARASHTRA,2025-09-22,maharera
PR1151012500763,AMEY HI LIFE WING C & D,AMEY ESTATES,Karvir,Kolhapur,416010,MAHARASHTRA,2026-04-06,maharera
PM1330002600336,GURUKRUPA BUILDERS AND DEVELOPERS,GURUKRUPA BUILDERS AND DEVELOPERS,Ambarnath,Thane,421503,MAHARASHTRA,2026-05-05,maharera
PR1190002500800,Rai Imperial II,R RAI UDYOG BUILDERS LLP,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2025-09-16,maharera
PR1270002502920,Narmada Heights,MEGHA ENTERPRISES,Panvel,Raigarh,410221,MAHARASHTRA,2026-03-18,maharera
PR1260002500776,Mayfair,CITY ETHERNAL LLP,Pune City,Pune,411001,MAHARASHTRA,2025-09-15,maharera
PR1260002501782,HILIFE PHASE 1,VASTU DEVELOPERS,Ambegaon,Pune,412408,MAHARASHTRA,2025-12-15,maharera
PR1260002502385,AARAV ELITE ROW VILLAS,,Haveli,Pune,412207,MAHARASHTRA,2026-02-17,maharera
PM1330002500867,SWAMI SAMARTH APARTMENT CO.OP.HSG.SOC.LTD & AMBRESHWAR HERITAGE,UTKARSHA CONSTRUCTION,Ambarnath,Thane,421501,MAHARASHTRA,2025-09-22,maharera
PR1260002501326,Vitthal Prasad Co-op Housing Society,M/s Stargold Infrastructure Associates,Pune City,Pune,411004,MAHARASHTRA,2025-10-24,maharera
PM1330002501515,JAI BHAVANI CHS,SWASTIK ENTERPRISES,Ambarnath,Thane,421501,MAHARASHTRA,2025-11-19,maharera
PM1271012500916,Saroj Serenity,Olympeo Constructions Private Limited,Karjat,Raigarh,410101,MAHARASHTRA,2025-09-23,maharera
PM1330002501857,MAHAVIR TRANQUIL,VINAYAK REALTY,Thane,Thane,400606,MAHARASHTRA,2025-12-23,maharera
PR1180002500917,Anand Heritage,TSM Infra,Andheri,Mumbai Suburban,400093,MAHARASHTRA,2025-09-23,maharera
PC1260002501259,The Link,Examine Reality,Pune City,Pune,411028,MAHARASHTRA,2025-10-16,maharera
PR1240002501132,ORBIT ACCORD AND ORBIT SKYLINE,ULHAS MARIAN GONSALVES,Vasai,Palghar,401208,MAHARASHTRA,2025-11-01,maharera
PM1270002500981,MUDRA AVENUE,MUDRA AVENUE,Karjat,Raigarh,410201,MAHARASHTRA,2025-09-26,maharera
PR1260002501537,ATRINANDAN HEIGHTS,KRUSHNA DEVELOPERS,Haveli,Pune,411046,MAHARASHTRA,2025-11-21,maharera
PC1180002501346,DELKEIN EDGE,DELKEIN CONSTRUCTION,Kurla,Mumbai Suburban,400071,MAHARASHTRA,2026-06-19,maharera
PR1040002501260,Shivansh Residency,HARI CHANDRA CONSTRUCTION,Aurangabad,Aurangabad,431110,MAHARASHTRA,2025-10-16,maharera
PR1260002500765,38 Daffodils,Blue Pearl Realty,Haveli,Pune,411045,MAHARASHTRA,2025-09-11,maharera
PM1180002501035,ICONS 71,SKYPLUS REAL ESTATES PRIVATE LIMITED,CTSO Chembur,Mumbai Suburban,400071,MAHARASHTRA,2025-12-17,maharera
PM1150002501261,HORIZON,DESHPANDE INFRA,Karvir,Kolhapur,416003,MAHARASHTRA,2025-10-16,maharera
PR1331012500866,Raj Legacy Satyam A AND B,Raj Realtors,Thane,Thane,401107,MAHARASHTRA,2025-09-22,maharera
PM1180002501950,I.C. MAITRI MENORAH,Ramas Realty,Borivali,Mumbai Suburban,400103,MAHARASHTRA,2025-12-30,maharera
PR1190002501133,Leo Galaxy Gold,,Nagpur (Urban),Nagpur,440013,MAHARASHTRA,2025-10-09,maharera
PM1260002501170,Alephata Central Park,SUV Developers,Junnar,Pune,412411,MAHARASHTRA,2025-10-10,maharera
PC1260002501235,Imperial Plaza,KEYSTONE GROUP,Khed,Pune,410501,MAHARASHTRA,2025-10-15,maharera
PM1330002501376,Moksh Tower,Suresh Shalik Mhatre,Thane,Thane,400601,MAHARASHTRA,2025-10-31,maharera
PM1270002500826,Adinath Solitaire,Shree Riddhi Siddhi Constructions,Panvel,Raigarh,410206,MAHARASHTRA,2025-09-17,maharera
PR1261012501560,PLATINUM CITYLIGHTS PHASE 2,GLOBAL PROPERTIES,Haveli,Pune,412105,MAHARASHTRA,2026-01-23,maharera
PM1260002501783,GEO ARISTO,GAJLAKSHMI DEVELOPERS,Haveli,Pune,412101,MAHARASHTRA,2026-03-27,maharera
PM1260002502195,SHUBHAM KAROTI,M/S SANSKRUTI DEVELOPERS,Mulshi,Pune,411021,MAHARASHTRA,2026-01-29,maharera
PM1260002501391,CRESTLINE SHRESHTH,Crestline Realty LLP,Haveli,Pune,412101,MAHARASHTRA,2025-11-06,maharera
PR1260002500777,Anantratna Heights,Paresh Subhash Chordiya,Khed,Pune,412105,MAHARASHTRA,2025-09-15,maharera
PM1290002500893,IRISH ORISON,CHAITANYA CONSTRUCTIONS,Miraj,Sangli,416416,MAHARASHTRA,2025-09-22,maharera
PR1330002500782,Lumos Crest,Reva Realty Developers LLP,Thane,Thane,400602,MAHARASHTRA,2025-09-15,maharera
PC1220002501789,BHAGYALAXMI PLAZA,BHARAT PROPERTIES,Baglan,Nashik,423301,MAHARASHTRA,2025-12-15,maharera
PM1270002501100,Shinde arcade,,Mahad,Raigarh,402301,MAHARASHTRA,2025-10-06,maharera
P52000080931,SUMMER HILLS,ASFAK SHARAKAT CHOUDHARI,Karjat,Raigarh,410201,MAHARASHTRA,2025-08-21,maharera
P99000080932,COSMOS SERENITY PHASE 1,COSMOS PRIME PROJECTS LTD,Vasai,Palghar,401303,MAHARASHTRA,2025-12-19,maharera
P52100080933,ARTMECIYA,M/S. FLYNIRVANNA BUILDER LLP,Haveli,Pune,411004,MAHARASHTRA,2026-05-27,maharera
P51800080934,Pruthvi Aura,Pruthvi Enterprise,Andheri,Mumbai Suburban,400057,MAHARASHTRA,2025-08-22,maharera
P51700080935,Patil Highlands Phase II Wing B,SAS INFRA,Ambarnath,Thane,421503,MAHARASHTRA,2025-08-22,maharera
P52100080936,Heritage Nirvana,Kunal Prakash Kakade,Haveli,Pune,412105,MAHARASHTRA,2025-08-22,maharera
PM1270002501169,Ashtavinayak Co op Hsg Society Ltd,ASHTAVINAYAK CO OP HSG SOCIETY LTD,Uran,Raigarh,400702,MAHARASHTRA,2025-10-10,maharera
PM1140002500982,Mangalmurti Residency,Mangalmurti Infra,Jalna,Jalna,431203,MAHARASHTRA,2026-05-15,maharera
PM1240002501651,JIVDANI ENCLAVE,VS INFRA BUILDERS AND DEVELOPERS,Palghar,Palghar,401102,MAHARASHTRA,2025-12-02,maharera
PC1190002501236,SAPPHIRE,KAPIL NANDKISHOR NATHANI,Nagpur (Urban),Nagpur,440008,MAHARASHTRA,2025-10-15,maharera
PC1260002501450,SR HOUSE,S R Buildpro Icon LLP,Haveli,Pune,411045,MAHARASHTRA,2025-11-13,maharera
PM1330002501327,SAI VRINDAVAN,M/S SAI SIDDHI ENTERPRISES,Kalyan,Thane,421605,MAHARASHTRA,2025-10-24,maharera
PC1180002500839,YUU LUNA,NAHAR BUILDERS,Kurla,Mumbai Suburban,400072,MAHARASHTRA,2025-09-18,maharera
PR1180002600485,Vasudha,HARITA DEVELOPERS,Kurla,Mumbai Suburban,400071,MAHARASHTRA,2026-05-21,maharera
PM1280002500926,HAROON HEIGHTS,Haroon Moinuddin Khot,Khed,Ratnagiri,415709,MAHARASHTRA,2025-09-24,maharera
PR1260002501611,SHIVANAND,JOSHI BUILDCON LANDMARKS,Haveli,Pune,411038,MAHARASHTRA,2026-05-21,maharera
PR1190002501142,SHREE GAJANAN VIHAR V,SHRI GAJANAN INFRA,Nagpur (Urban),Nagpur,440015,MAHARASHTRA,2025-10-09,maharera
PM1270002501306,NITYA HORIZON,NITYA INFRACON LLP,Panvel,Raigarh,410206,MAHARASHTRA,2026-02-04,maharera
PR1260002501350,SAISHLOK,A S PROPERTIES,Shirur,Pune,412210,MAHARASHTRA,2025-10-30,maharera
PR1260002501620,White House A,CITY ETHERNAL LLP,Pune City,Pune,411006,MAHARASHTRA,2026-05-18,maharera
PR1260002501182,Palladio LaViento,Vilas Javdekar Eco Developers Pvt. Ltd.,Mulshi,Pune,411045,MAHARASHTRA,2026-02-05,maharera
PR1300002501417,VYANKATESH HEIGHTS,VYANKATESH BUILDERS SATARA,Satara,Satara,415002,MAHARASHTRA,2025-11-10,maharera
PR1270002501237,CELESTIA,QUALCON S K HI-TECH LLP,Panvel,Raigarh,410210,MAHARASHTRA,2025-12-27,maharera
PR1010002502028,DIVATE RESIDENCY,PRASAD SAHEBRAV NIDHANWE,Rahta,Ahmednagar,423107,MAHARASHTRA,2026-01-09,maharera
PR1240002502505,CASA SERENA,CHETAN BUILDTECH LLP,Vasai,Palghar,401202,MAHARASHTRA,2026-02-26,maharera
PR1330002500781,RAJ RESIDENCY,Ruturaj Builders,Kalyan,Thane,421301,MAHARASHTRA,2025-12-13,maharera
PC1260002501197,GANGA IMPERIA COMMERCIAL,GANRAJ HOMES LLP,Pune City,Pune,411060,MAHARASHTRA,2025-10-13,maharera
PC1331012502970,REGENCY BUSINESS PARK PHASE II,REGENCY SHELTERS LLP,Thane,Thane,400607,MAHARASHTRA,2026-03-18,maharera
PR1330002502053,HIRA RESIDENCY PHASE II,AL SAAD CONSTRUCTIONS,Thane,Thane,400612,MAHARASHTRA,2026-01-12,maharera
PR1260002501715,VEDASHRI,SARDEPATIL CONSTRUCTION,Haveli,Pune,411039,MAHARASHTRA,2025-12-08,maharera
PR1180002501439,RAJHANS VANDANA,RAJHANS CONSTRUCTIONS,Borivali,Mumbai Suburban,400068,MAHARASHTRA,2025-11-13,maharera
PR1260002500925,Abhang Paradise,,Baramati,Pune,413102,MAHARASHTRA,2025-09-24,maharera
PM1241012501017,CD Ayodhya Gardens,1) C D Infratech 2) Chetan H Desai Proprietor of C D Builders & Developers,Vasai,Palghar,401209,MAHARASHTRA,2025-09-29,maharera
PM1280002502151,GAJANAN ENCLAVE,PRESTIGE INFRA,Chiplun,Ratnagiri,415605,MAHARASHTRA,2026-01-22,maharera
